product,date,title,rating,review_list
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 24 December 2020,Bluetooth connectivity not good,3,"I purchased this product on Nov-2020 and it's been over a month now since I'm using this product. I observed the following features in the product :-Pros:-1. Good battery life.2. Good sound quality.Cons :-1. Bluetooth connectivity is not good. Earbuds does not catch signal in curved paths.Overall, I had an average experience from this product due to poor bluetooth connectivity. But, I think that it's good value for money. However, I would still recommend you to purchase this model if your budget is low, else you can consider other options."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 7 November 2021,Bad product,1,Boat dissapointed us. Noise cancellation not present or happening. Changed once but end result of the new product is having delayed sound input and after almost 45 days one side bud is malfunctioning. Left side gave gave away - check pic . Never excepected this from boat
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 18 November 2020,"Value for money, satisfactory performance",4,"Using it since Nov 15th 2020, so far reasonably good, I got it for rs. 900, thanks Amazon for discount, if you use both earbuds only only one side works as Mike, which is obvious & right, if you use only one earbud either side can work as Mike, sound quality satisfactory, Bluetooth connectivity satisfactory, build quality satisfactory, since 15th I have charged the battery only once, seems reasonably good battery backup. If you get it for less than rs. 1000 its a very good purchase."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 November 2020,Good if you are looking for budget ear buds,4,"I've been using it for more than week now. Not having any issue yet.Sound Quality:Based on what I paid.. sound quality is good. It does not sound cheap or very crispy. Bass is not upto mark but not that bad as well.Build Quality:Ear buds quality is nice. Does not feel cheap. But case quality could have been better. Case lead fills bit loose and very sensitive to scratches.Comfort:Earbuds feels bit pointy but it could be just me. And they DO NOT HAVE MUCH GRIP IN EAR. I have dropped them accidentally several times. They fell off easily even with moderate head swings.Battery Backup:It takes around 2 hours to fully charge the case. Earbuds lasts around 4 hours on medium volume. I got total back up of around 10 hours.Summary:If you are looking for budget ear buds I would suggest to go for this, But be careful people are getting refurbished/returned product. If you have more budget then 2k there are many better choices available."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 3 January 2021,Good for the Value of Price.,5,Sound 7/10Built Quality 8/10Battery 380 mah Its EnoughConnectivity 8/10Design Easy peasy comfy less chances to fall while doing Workout Or Playing any Sports.Microphone 7/10 good quality
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 5 March 2021,Average product compared to the price,2,"Average quality sound, normal earphones of boat provide better sound,and mic is waste as there is no sound clarity, lots of background sounds disturbs the voice clarity. Will not suggest anyone to buy, may be the higher end version provides better experience, can't say."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 3 February 2022,It's not capable to use it in an call.,3,"So this is a cool and affordable product to everyone but it has a ""drawback"" that is calling person ""will not"" be able to hear u, so u need to switch to ur phone to reply to the call but the merit are good that is the sound and bass is cool to hear and noise cancellation not so good if we r in a very crowded place and the build quality is too good and if we can make r buy a case for the product will last for long and finaly the backup of the case battery and airbuds there are too good of backup we can use 6 to 8 hrs of single charge with only music and in my usage i use in a day of 10 hrs daily and i charge tris a day and this is review of 1 year usually guys."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 25 October 2021,Received defective product,1,Please do not order this..... I have received defective product..... I have requested for replacement but they have not replaced it till now..... The Amazon person said that it will be refunded and replaced..... Still the defective product is with me and they have not refunded....
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 February 2021,Best Buy after lockdown!,5,"So I was just going through the sale which Amazon had a month back and found these gems. It’s worth the money! Hassle free Bluetooth connection. Good sound quality. And trust me, something you will be happy to have in your haversack or purse or sling bag. Go for it."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 30 December 2020,Right side ear bird is not working,1,Right side ear bird is not working suddenly. Need assistance please.Product was picked by execute for replacement on 17th may 2021 & from that day i haven't got any update from boat. Called customer care many time they told me that there is some backend problems and bla bla. very pathetic process of replacement or repairing. Not expecting from boat that type behavior.  Do not recommend to anyone for this product or company. To know the update about my product is my right.It's already half of the month completed for my product checking for warranty and there is no update from boat. After calling again and again they told me to wait and wait. Ridiculous service  from boat. Not expected with company having big name in the market.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 28 June 2021,Waste of money 👎,1,I’m writing after using 5 months and one of it stopped working and i dint even use much guyz don’t waste money on boat its not worth it.!! It happened happened same with boat rockerz as well i thought airdopes would be diff but no boatrockers lasted 6 months only I’m never buying anything from boat here after
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 26 February 2022,zero noise cancellation...broken sound when connected to laptop bluetooth,2,"sound broked every time when connected to laptop bluetooth.noise cancellation is zero.i am regreting now why i have choose boat airpodes.i m reviewing after 4 months later .when connected to laptop bluetooth,sound has been broken all thetime.all the sounds around me are audibleto listener .whenever i m on call...its really irritating...all the tym people capture my pin drop sound too."
